Ulasan,Rating,Aspek,Sentimen
lumayan sih tapi kembaliin sinergi kangkung cowok saya suka memakai joy sama kadita,3,satisfaction,positive
masih sulit karena saya pemula,3,satisfaction,negative
mntp tapi akun lamanya tidak tertaut,5,satisfaction,neutral
game yang cocok buat orang yang beranjak masa tua wkwk,5,satisfaction,positive
kasih lawan yang seimbang lah,1,satisfaction,positive
game yang sangat bagus untuk waktu luang,5,satisfaction,positive
kok tidak ada commander lunox dan valir padahal sudah update,3,unknown,negative
mohon melakukan perbaikan pada koneksi,1,satisfaction,neutral
kurang seru mc gogonya lebih seru era bintang,2,satisfaction,positive
game nya menantang dan seru bisa bantai bantai,5,satisfaction,positive
pindah sini dulu di ml losestreak terus mc enggak keren sih,3,satisfaction,negative
wah game yang sangat ramahh,5,unknown,positive
min saya masih ada kekrngn nih sama game nya alangkah lebih bgusnya kalau mau memperbnyak peminat untuk gmnya sendiri ini mnrut saya pribadi kalau bisa di membuat mode rnked versi duo seperti di mode tag team begitu min jadi kalau mislnya kita mau main bareng teman tidak mesti satu tidak harus jadi musuh ya namanya mabar itu kan harus setim kan malah membuat sebliknya tidak enak min mabar sama teman ehhhh tautau saat main jadi musuh ya gue tahu nih game srategi tapi kurang saja begitu min kalau tidak ada mode duo nya trmh kasih permisi,4,satisfaction,negative
sistem blessing kenapa ada lagi membuat malas main mencari item atau crystal saja dusah,1,satisfaction,negative
sangat menyenangkan buat pelayer mlbb,5,satisfaction,positive
untuk commandernya masih op waktu di mcbb sih lebih seru ada skill nya dan agak kecewa kami player vale skill sama sudah dihilangkan,5,satisfaction,negative
game enggak jelas kalah menang di atur sistem,1,satisfaction,negative
game rusak tidak jelas bisa main langsung eror memang game jelek ini,1,effectiveness,negative
game ini cocok untuk waktu santai ditemani segelas kopi,5,satisfaction,positive
gamenya belum stabil mau beli hero rolling atau ambil item di fate box sangat slow respon bisa delay sampai detik padahal sinyal saya sangat stabil untuk bermain game lain saya sangat terganggu dengan masalah ini tolong diperbaiki lagi,5,satisfaction,negative
ok jug ini permainan nya,1,satisfaction,positive
tolong sedikit di perbaiki dalam pemberian hero nya jangan di persulit tolong lah perjelas pemberian mau itu belssing hero item atau cristal sinergi nya di persulit sekali tolong lah di perbaiki secepat nya,5,satisfaction,negative
gemnya seru haru di mainin setiam hari atau kalian terlambat ambil even dan bisa dimainin di moba atau pun pisi,5,satisfaction,positive
gtau kenapa tiba tiba selalu stuck loading menu game tiap mau masukgprnh sampai masuk login padahal sebelum nya normal normal ajaudh di un install dan di coba beberapa cara tapi tetap gbsaakhirnya sampai sekarang pun masih tidak bisa masuk dan cuma stuck loading menu selama hari ini,1,satisfaction,negative
i love this game perfect,5,unknown,positive
mantap gamenya tidak membuat bosan,5,satisfaction,positive
meminta tolong di perbaiki buat random blessing sama heronya main kali kali juga hero tidak pernah keluar blessing acak semakin kesini bukannya buat seneng² malah buat stres mending uninstall,1,satisfaction,negative
buat mode lain lah,4,unknown,positive
bagus saya lagi pelajarin cara main game nya,4,satisfaction,positive
game busuk tidak jelas,1,satisfaction,negative
kasih aurora skin mythic bang,5,satisfaction,neutral
goblog hanabi bintang tidak ada damage dikasih item tiga seperti tolol,1,satisfaction,negative
makin ke atas makin susha musihnya,5,satisfaction,positive
permainan ini sangat bagus saya suka,5,satisfaction,positive
season makin anehsaya mau main sinergi astro tapi hero dari sinergi astro tidak muncul² mpadahal yang main sinergi astro hanya saya,1,satisfaction,negative
saya tidak man di pc kok suruh main di pc sih min bagaimana,1,satisfaction,negative
tidak bisa berkata² game startegi terbaik saya kasih bintang lima,5,satisfaction,positive
tambahkan event vanguard coint di advance server,5,satisfaction,neutral
buf guinn hapus roll bawah monton peliss saya mah,1,satisfaction,neutral
yuzhong nya hero ampas bug gakmau ulti,1,satisfaction,negative
balikin magic chess seperti dulu lagi tidak usah pakai aplikasi tepisah sama mobile legend,1,satisfaction,negative
deh bagus sihefennya saja kurang,4,satisfaction,negative
tidak seruh tidak ada mode practice,1,satisfaction,negative
nyedot data nya tidak ngotak coo dari gb jadi gb,1,unknown,negative
bagus ws terus saya karena saya jago,5,satisfaction,positive
semenjak update jadi aneh nih game,1,satisfaction,negative
tolol hanya satu hero bintang bisa menang melawan hero bintang terlebih astro,1,satisfaction,negative
lebih sedikit di tingkatkan bug nya biar makin sepi nih game minimal ada pemberitahuan kalau ada perbaikan server anjir,1,satisfaction,negative
moonton coba ling di buff seperti ginisetiap mengeliminasi lawan di dalam ring akan meng copy hero yang berada dalam ring,5,satisfaction,neutral
dark sistem tidak ngotak,2,unknown,positive
game asbun kagak jelas,1,unknown,negative
cocok sekali buat saya yang sering sering stres main main game mobanya banyak dark sistem koneksi sering lag di game ini setidaknya bisa menghibur lah dari stres ku thank you,5,satisfaction,positive
apalah kenapa tidak bisa dibuka aplikasinya,1,satisfaction,negative
game nya bagus wkkkkkw,5,satisfaction,positive
comander lama masih dibikin op yuki kalau moonton tidak bertindak saya yaqin setelah akhir bulan saya akan tegas meng uninstall game ini,1,satisfaction,neutral
mcgg sangat bagus dan realistis,5,satisfaction,positive
mendingan aplikasinya kembali seperti dulu lagi sekarang skin skin yang dulu pernah beli atau dapat hilang saat sudah rilis mcgg begini tolong diperbaikikan min yang baru comeback menggunakan akun saat melihat akun nya skin nya kok ada kurang jadi malas main,1,satisfaction,negative
game scamgame beruntung hokian tidak fair,1,unknown,negative
lagi malas main ml,5,satisfaction,negative
pengalaman bermain tidak sesuai dengan persentase kemunculan hero dengan sinergi yang dimainkan sangat merugikan player,2,effectiveness,negative
game keberuntungan cuman sekalinya tidak beruntung enggak ada hero yang diinginkan sama sekali,3,satisfaction,negative
mantap awalnya tidak tertarik tapi setelah mencoba seru juga deh wkwkw,5,satisfaction,positive
game tidak jelas game tolol pilih kasih,1,effectiveness,negative
gamenya sudah bagus min tapi keberatan min tolong kasih fitur ringan seperti di ml biar ponsel kentang bisa main,4,satisfaction,negative
game tolol game tolol ngurus ml saja kga becus so soan dipisahin kacau moskov terlalu op komander wawan terlalu op tod,1,effectiveness,negative
lebih nyaman game gogo di gabungkan lagi di mobil legend seperti dulu tidak suka di pisah atau di buat aplikasi sendiri itu membosan kan buruk sekali,1,satisfaction,negative
tolong kasih fitur skip tutorial,1,effectiveness,neutral
tidak ada mode practice mode untuk mencoba comander dan hero lainnya di haruskan adaptasi tanpa intruksi cara bermain sinergi dan combo mohon adakan untuk semua orang agar di adakannya practice mode,1,satisfaction,neutral
permainan ini sangan seru dan membuat saya ketagihan,5,satisfaction,positive
mudah saya bisa di beri kemudahan mendapatkan hero yang di rekomendasi minimal bisa sampai rank tertinggi love you,5,satisfaction,positive
gamenya unbalance kalau sering top up akan menambah keuntungan di roll hero,3,satisfaction,positive
nerf commander ww sakit sekali skilnya enggak jelas,5,unknown,negative
sangat seru tapi makin besar ukuran aplikasinya,5,satisfaction,positive
we tol lu kalau buat fiturai minimal pintar dikit lahdah tahu sinergi ku tidak ada yang memakai tapi malah tidak dikasihdah setok hero masih banyak lagilu mending belajar sama game sebelahmonton itu memang orang enggak bk tidak bisa buat fitur gameto l o lcuma plagiat game lain,1,effectiveness,negative
mencari blessing apadapet nya apa sampah memang sudah di jual malah sama saja tidak jelas game buatan moonton ini,1,satisfaction,negative
abang abangan ml pindah deh kesini,5,satisfaction,negative
game nya bagus cocok buat untuk anak jaman new game nya seperti catur,5,satisfaction,positive
game ini banyak kecurangan seperti wan wan dan miya tolong serangan mereka di kurangi tidak seimbang soalnya,1,satisfaction,negative
jangan lupa sholat game keren asik santai fokus,5,satisfaction,positive
terimakasih sudah kembaliin skill miya,5,satisfaction,negative
nature spirit kenapa di hapus moonton untuk saat ini bintang satu saja,1,satisfaction,negative
game nya mudah dipahamihero alucard kapan min jadi comander di mcgg,5,satisfaction,positive
mc bodoh game tidak imbang,1,satisfaction,negative
game nya seru tapi suka freeze suka lag tidak seperti mobile legend bang bang payah mohon di perbaikilah,2,satisfaction,negative
semoga tambah berkembang magic ches go go,5,satisfaction,positive
sinyal jringan bagus sinyal wifi kencang tapi kenapa ya kok tiap mau main sering ggal sambunganhmmm game yang lain nya lncar enggak ada kendala aduh jadi bintang dulu,1,satisfaction,negative
rata² yang kasih bintang pada tidak bisa main ini game banyak mengeluh justru ciri khas dari game chess ini ya pasti banyak perubahan dan gambling harus pintar ngotakngatik main menggunakan otak sejak jaman main chess rush sudah familiar dengan banyak perubahan di dalam gamenya kalau kalian yang kasih bintang tidak mau repot dan tidak mau menggunakan otak kalian ya jangan mengeluh kalau perlu tidak usah main bacot seperti paling jago saja,5,satisfaction,positive
lumayan menghibur di waktu luang,5,satisfaction,positive
tidak ramah pemain nya hapus saja game nya cuman membuat orang kena mental sampai sakit hati di relief,1,satisfaction,negative
membuat emosi doang karena lag parah,1,effectiveness,negative
mantaph permainan strategi paling ok,5,satisfaction,positive
kenapa saat balik dari advance server malah download ulang data,4,satisfaction,neutral
seru sekali nih game,4,satisfaction,positive
skin yang kita punya di ml enggak ada di sini rugi dong,3,satisfaction,negative
kenapa saya kasih bintang lima yang game yang bagus sekali saya suka main terus,5,satisfaction,positive
gama kagak jelas lagi mencari digi tidak ketemu digi saat dapat digi jual jonson mencari jonsonya susah sudah mau kalah malah tiba tiba dapat darah game aneh lebih di jelasin dan kurangi ram nya game begini doang,1,satisfaction,negative
game berakitrakit ke hulu berenang ketepian bersakit dahulu kombo pun tak datang malah mati kemudian sinergi baru datang menjelang ajal dan gold sudah habis buat refresh dan selalu berulang walau sudah ganti lineup,1,satisfaction,positive
game nya seru sampai mau nampol role nya susah game bagi orang yang sabar dan kuat,5,satisfaction,positive
sinyal turun dikit lag apa macet,1,effectiveness,negative
sangat cocok untuk hari libur panjang,5,satisfaction,positive
moga sekarang tidak seru kalau seperti dulu mah mantap nih moga kenpa di pisah sih nih game padahal satuin saja biar tidak ribet,1,satisfaction,positive
gametololjaringan bagus banyak macetnyamenyambungkan ulangburik,5,satisfaction,negative
game scamm jangan install ini game menyesal lu nanti,1,satisfaction,negative
woy game rusak kah rank saya win terus kenapa bintang tidak menambah menambah,1,satisfaction,negative
parah sekali setiap update hero atau patch terbaru selalu dowload data dari awal harus semua dari awal memang tidak bisa dowload data yang paling terbaru saja kenapa harus dari why,2,effectiveness,negative
sering tidak di kasih sesuai comender sama emblem nya,1,effectiveness,negative
sih jangan mengulahh lagi lekk sudah enakk nih,5,satisfaction,positive
keren gamenya sudah di level mencari hero bintang yang diinginkan tidak dapat sama sekali padahal di stock masih ada sisa,1,effectiveness,positive
game banyak bug aneh developer belajar coding lagi,1,effectiveness,negative
game tolol suka lag tidak jelas padahal sinyal bagus kebanyak event game lu eror,1,effectiveness,negative
overall saya lumayan suka dengan game ini keritikan saya tolong grafik nya di bagusin lagi,5,satisfaction,positive
moonton bag apa lagi ini saya sudah naruh hero tapi malah tidak ke taruh padahal sinyal saya bagus mempengaruhi performa bermain terus bag sinergi juga tolong di perbaiki segera,2,satisfaction,negative
update enggak jelas membuat malas main lagi kebanyakan bassinglah crytall lah apa coba,1,satisfaction,negative
wah gold rush kembali terima kasih monton,5,satisfaction,positive
game tahi sudah beberapa kali kehilangan bintang gara menghubungkan ulang dan tidak bisa masuk terpaksa afk padahal sinyal bagus tolonglah perbaiki,1,satisfaction,negative
tolong di perbaiki lagi ketika slot saya deh mencari hero harga padahal kesempatannya tapi serasa lama membuat bosan muak,2,satisfaction,negative
synerginya banyak yang dihapus dan diganti,5,satisfaction,negative
gamenya bagus tetapi menurut saya lebih bagusan ini daripada yang dulu,5,satisfaction,positive
jangan main game ini guys sakit ginjal entar kalian monton tol,1,satisfaction,negative
bukanya ngilangin stres malah tambah stres tinggal cari satu hero gadi kasih kalau musuh pasti saja jadi kombokombo nya,1,satisfaction,negative
game tolol login rank saja lama amat gegara sinyal lawan yang tidak stabil langsung afk saja harusnya sinayal² lawan yang jelek burik,1,satisfaction,negative
semuanya sudah bagus tapi masalah jaringannya tolong di perbaiki padahal jaringn ku bagus enggak ponsel iponb tetap saja lag tolong di perbaiki papi monton,3,effectiveness,negative
game nya bagus namun sangat banyak bag yang menurut saya sangat menjengkelkan mulai dari kadang tulisannya berubah jadi bahasa cina dll dan saya sarankan log out soalnya kalau maksa main entar di dakem game lag terus menerus dan banyak bag koneksi yang masih membuat saya kesal contohnya jringan stabil tapi di dalam game lag parah mohon di perbaiki ya,4,effectiveness,negative
walaupun agak pusing dark sistem,5,satisfaction,negative
kalau menjual hero di bintang atau kasih peringatan agar tidak terjual,1,satisfaction,neutral
masih banyak bug yang terjadi didalam ini game seperti sinyal yang kadang bermasalah,4,effectiveness,negative
ada mode nostalgia lagi semoga kedepannya ada mode season dulu,5,unknown,positive
kesel sekali saya dikit dikit update full padahal sudah update disuruh download ulang trussemua game jago tapi kalau dowwoald terus malassss,1,satisfaction,negative
ini game paling bagus saya main ini game langsung masuk turnamen catur se kota terima kasih moonton sudah buat nih game paling bagus sekali saya crotttt,5,satisfaction,positive
i like magic chess go go,5,unknown,neutral
game lawak season baru kok langsung ada yang mythicfraud sekali bug buanyaaaaaak lawan tidak seimbang ketika sudah mythictibatiba koneksi putus saat dapat hero yang diinginkanampas lawaaaak sekali report dibatasi game ampasssssss ampassssss ampassssssss ampaaaaaaaassss,1,effectiveness,negative
mcgg membuat saya kecanduan mainnya mcgg bagus,5,satisfaction,positive
diskriminasi tidak adil dalam membagi sampai muaaakkkk,1,effectiveness,negative
saya ralat ini koneksi kenapa bug deh saya lagi main malah lag enggak jelas padahal buka aplikasi lain baik² saja,1,effectiveness,negative
sering erorklo dc item yang semula ada jadi hilang atau jadi item yang berbedahero deh dikumpulin biar jadi bintang tiba tiba jadi bintang kan ajaib,1,effectiveness,negative
plis lah montod rollrolan perbaiki lah masa hero di shop tidak muncul sampai akhir game kalau begini terus malas kali main,1,satisfaction,negative
pengalaman bermain sangat buruk,1,satisfaction,negative
kenapa saya tidak dapat masuk ke permainan setelah saya mencapai mythic kenapa,1,effectiveness,neutral
rekomendasi untuk pemuda yang hidup nya santai,5,satisfaction,positive
game ini strategi dan luck saat saya main kemarin setelah di harihari sebelumnya mendapatkan winstreak kali beruntun dalam hari main di hari ini saya mendapatkan lose dengan posisi selama kali beruntun masa iya sinergi yang tidak dipakai sama orang lainheronya sama sekali tidak ada yang pakai sulit sekali mendapatkannya ditambah saya dikasih kartu jelek terus menerus kali main dan hanya mendapatkan satu kali kartu kuning yang itupun tidak bagus efeknya,1,satisfaction,negative
ini bagus santai kalau ml stres saya,5,satisfaction,positive
moonton kalau dikit lagi bintak tiga tolong jagn di persulit,5,effectiveness,negative
game bagus tapi sayang tidak ada practice mohon segera di berikan untuk semua bran handphone,5,satisfaction,negative
karena masalah ping nya sudah normal lagi saya beri rating bintang dan gamenya seru,5,satisfaction,positive
enak sih sayang katanya astro bakal di hapus,4,satisfaction,positive
lumayantapi lebih seru pilih magic crystal,4,satisfaction,positive
menghibur cuma suka patah padahal ponsel saya ram besar sama sinergi yang sekarang kayanya ngebosenin begitu,4,satisfaction,negative
saya main ini puas sekali sumpah stres saya kurang saja di susahin keren sekali nih game saya kasih bintang kereng sekali sumpah,1,satisfaction,positive
tolong bagusin sistem roll hero saya yang main hero itu sendiri tetapi kenapa susah untuk mendapatkannya ketika tidka ada yang memainkannya,1,satisfaction,negative
saya suka game ini saat nyantai lebih di tingkatkan lagi agar lebih seru,5,satisfaction,positive
begini moonton yakenapa setiap kali hero gold mau ke bintang itu selalu mendekati detik permainan dimulai baru muncul dishop setelah refresh berkalisaya hari ini lose streak jadi tidak mood bermain game ini,2,satisfaction,negative
hapus saja nih game saya menang kok darah nya tinggal alah game licik game ju di game jelek,1,satisfaction,negative
good pokok nya aowk,5,unknown,positive
lumayan lah mirip ml,5,satisfaction,positive
ini game bagus dan santai tapi mana fitur practice nya moonton saya mau fitur practice buat experiment sinergi dan comandder,5,satisfaction,positive
sudah ah uninstall dikasih lawan yang beruntung nya kagak ngotak terus,1,satisfaction,negative
tak lambat lagi hhhh,5,effectiveness,positive
kamu cuma mengincar uangku saja dasar game licik,1,effectiveness,negative
woi muntun ini mcgg untuk manajemen datanya bisa tidak sih kasih pilihan biar tidak download data skin dan chessboard lagian saya tidak punya skin sama chessboard untuk kugunakan kalau tujuan nya biar yang beli di untungkan sedangkan player seperti saya yang kesulitan dengan penyimpanan tidak akan bisa ikut berkompromi,1,satisfaction,negative
sangat menghibur dan menyenangkan bermain mcgg mantap,5,satisfaction,positive
game bagus cuma kurang mode squad biar bisa vs,5,satisfaction,negative
bagus poll ya adkan lomba,5,satisfaction,positive
benerin dulu game sebelah baru membuat game baru,1,satisfaction,negative
gemnya seru sekali mana hampir sama ml yang asli,5,satisfaction,positive
sangat baik dan menenangkan,5,satisfaction,positive
ngapa layla di nerf baru saja dapat skin aspirant dahal tidak op op sekali ngapa layla di nerf dahal baru dapat skin aspirant tidak op dia,4,effectiveness,negative
anak saya bermain game ini tidak pernah beruntung dia padahal tujuannya membuat kombo erudio tidak pernah di kasih hero erudio sama sekali malah di kasih hero lainnya akhirnya dia marah dan sering berkata kasar di hadapan saya,1,satisfaction,negative
apa apaan deh game ini kena notif masalah sistem tapi tahu tahu relog game malah ponsel commander deh sekarat line up sama sinergi berantakan kecewa saya main game ini,1,satisfaction,negative
ini game tidak ada drak sistem selain diri sendiri tidak bisa menyalahkan orang,5,effectiveness,negative
gamenya aneh beruntung hokian,1,unknown,negative
lucu sekali karakternya di mlbb,5,unknown,positive
dasar fatebook sampah tidak pernah dapat item yang saya maumau ngambil sinergy saya mau tidak pernah dapat ditambah lagi setiap sinergy saya mau jadi ada saja yang nabrak intinya ini game tersampah menurut saya,1,satisfaction,negative
ini kenapa lagi deh mau login saja tidak bisa bisa padahal tadi sempat main bisa terus sekarang kenapa tidak bisa login koneksi aman loh tolong dong min kenapa sih,2,effectiveness,negative
suka karena saya gajorrrr,5,satisfaction,negative
masih banyak yang buff apalagi comender tars sudah di copy tapi tidak di keluarkan tolong di perbarui lagi,4,effectiveness,negative
monnnnnnnnntonnnn kasih saya skin colector gratisss,5,satisfaction,positive
update buruk sering keluar permainan sendiri saatsaat terakhir sangat merugikan dan sangat buruk,1,satisfaction,negative
ponsel saya enggak kuat montonnn,1,satisfaction,negative
session ini tidak masuk akal di rank,4,satisfaction,negative
hapus saja commander miya commander kok ikut menyerang,1,satisfaction,negative
tolong di perbaiki kenapa saat mau masukin akun tamu ke google selalu ngeleqgamenya seru santai dan strategi lumayantapi kendalanya akun saja jadi tidak respect,5,effectiveness,negative
signyal toba tiba hilang,1,satisfaction,negative
koneksi tidak jelas mukul krip tidak di kasih item warbiasah,1,unknown,negative
kecewa berat nih sama moonton habis update heronya jelek warna hampir sama semua membuat sakit mata sudah begitu poin eru dikurangin padahal heroeru sudah lemah,1,satisfaction,negative
ayolah moonton kenapa sebelum atau sesudah fatebox pertama sering lag koneksi buruk ini tidak terjadi sekali tapi beberapa kali di kondisi yang sama jika satu kali atau dua kali wajarlah mungkin karena internet saya yang buruk tetapi ini terjadi beberapa kali di kondisi dan situasi yang sama,1,satisfaction,negative
ok bosa ber nostalgia,5,satisfaction,positive
synerginya tidak seimbang dari segi damage dan waktu cari heronya juga susah padahal sudah dipersentase tertingginya jadi kurang enak waktu memainkannya coba perbaiki dulu biar seimbang,1,satisfaction,negative
game kebanyakan bugnya membuat malas main,1,effectiveness,negative
gamenya bagus tapi kenapa sering restart sendiri padahal main sudah mau menang,3,satisfaction,negative
tidak benar tokonya masa bintang sudah rate klr nya masa tidak klr klr,2,satisfaction,negative
oy moonton tolong nerf sih moskovnya itu tidak ngotak,1,satisfaction,negative
saya relog saja kagak bisa menyambung ulang,1,satisfaction,negative
saya cuma ingin mengasih saran untuk setiap event di mcgg di setiap sepinan dimurahin jadi dm kali spin ini tidak se kali spin dm juga miskin juga orang kalau mahal mahal sudah dm nya mahal apalagi spinannya,3,effectiveness,negative
anjing ini game seru kali di mainkan,5,satisfaction,positive
ok sekali semua akan indah,3,unknown,positive
madev pokona mahh memakai v,5,satisfaction,neutral
game buang buang waktu menit cuma untuk mendapatkan pengurangan bintang saran saya adalah perolehan bintang mode rank yang diubah menjadi peringkat bintang bintang bintang bintang bintang bintang bintang bintang agar tidak membuang buang waktu usahahasil ayoooo segera dirubah soalnya ini game yang saya suka kerja kerja kerja cepat dirubah,1,satisfaction,positive
game aneh saya jadi korban entah itu bug sistem atau cheater dan tidak ada tindakan tegas dari developer balasan customer service sangat lama dan saya juga tidak mendapatkan kompensasi apapun setelah dirugikan,1,satisfaction,negative
the best good game like me,5,unknown,positive
game ppk main puluhan match buat satu poin doang padahal sudah mengikuti patch tetap kalah enggak masuk besar,1,satisfaction,negative
game nya seru tapi kalau bisa sinergi nya di tambah,5,satisfaction,positive
game setan sistem sama seperti pemerintahan masak iya level sudah tinggi mencari hero sulit bujang inam,1,satisfaction,negative
game nya tidak bisa di buat dengan fitur mode game di hpjadi ponsel mudah panas baru main kali pertandingan,5,satisfaction,negative
bagus sekali game nya yang belum download wajib download sih,5,satisfaction,positive
tidak jelas sudah update sekarangalgoritma nya buruk,1,satisfaction,negative
seru sekali mengasah kecerdasan otak,5,satisfaction,positive
game yang sangat asyik untuk roll heronya tlong lebih di mudahkan dapat hero incaran,5,effectiveness,positive
game ya bagus sekali sinyal stabil tapi ping merah di game peluang mencari hero juga bagus sudah berusaha cari tapi tidak pernah keluar game yang sangat menarik cocok untuk di perbaiki lagi,1,satisfaction,positive
karena mudah saja untuk menaikkan level tertinggi dari hero,5,satisfaction,positive
kacau game setiap hari main selama jam leve itu,1,satisfaction,negative
penghibur dikala jenuh main mcgg saja seru dan asyik,5,satisfaction,positive
lag parah koneksi putus putus chat cs nya tidak ngaruh apa apa,1,satisfaction,negative
woy game deh seru bagus malah sering lag kocak anjir mau win malah lag jadi kalah padahal koneksi lancar data wifi,4,effectiveness,negative
sinyal nya ini jelek sekali padahal buat yang lain lancar,1,satisfaction,negative
rolingan jelek dan gapantas,1,satisfaction,negative
game nya seru dan cocok untuk bermain saat santai,5,satisfaction,positive
sekarang sudah bagus aset di ml seblumnya nya juga lancar biasa di dapat saran saja membanyaki karakter hewan nya seperti sebelumnya jangan fokus ke hero mobal legend semangat untuk pengembangannya,5,satisfaction,positive
menurutku fitur sekarang lebih ok tapi lebih ok yang dulu,3,satisfaction,negative
kenapa hero yang mahal jarang di keluarkan setang,3,effectiveness,negative
game yang tidak seru sama tidak bisa di download,1,satisfaction,negative
tidak perlu aktif sampai sangat sulit atau mustahil aktif di mode rangked tinggi dan jagan lupa kangkung gue balikinnnn moontonn,1,satisfaction,negative
tolong yahhhhhh knapa lag sih koneksi saya aman padahal ini sangat mengganggu sayaaaaa,1,effectiveness,negative
agak panas setelah main pertandingan memang sudah ada mode pratice ya,5,satisfaction,negative
sepakat dengan permintaan ikon mlbb lemon tolong tambah fitur chess tadi tower defense saya sangat berharap sekali untuk fitur tersebut,5,effectiveness,positive
game nya terlalu berat fc terus setiap mainfps drop parahburiklebih berat dari ml,1,satisfaction,negative
sudah bagus tapi tingkatkan lagi dan buat event vent menarik untuk kedepannya biar semakin bagus,5,satisfaction,positive
gamenya membuat kecewa tidak sesuai ekspetasi monton tolong di kondisikan kasih yang enak enak begitu seperti heronya jangan mau main sinergi ini malah munculnya itu kecewa berat sangat kurang rekomen,1,satisfaction,negative
masa saya main sudah menang tidak dapat bintang itu bagaimana sih di history tmn saya yang mabar sama saya masih ada gameplaynya tapi nama saya keapus histori saya juga ke riset yang awalnya juara di history tmn saya malah juara dan juara nya ada jadi total yang main cuma orang niat ngelepasin stres malah tambah stres hadehh bagaimana sih muntun,4,satisfaction,negative
stuck logo doang sudah hapus terus download ulang tetap sama saja,1,satisfaction,negative
game play bagus sih cuman event tambahkan jangan ke ikut monton kikir,5,satisfaction,positive
ml lama lama bosan tapi mcgg bisa solo,5,satisfaction,negative
tidak mlbb tidak mcgg dua duanya judi bintang lets go gambling,1,satisfaction,neutral
tidak pernah dapat hero yang diinginkan game rusakk,1,effectiveness,negative
hey moonton give me back my season account i only took a onemonth break and now my account turned into a bot accountthis is so frustrating itu shouldve stayed the same as before but when i logged ini again itu was gone and replaced with an empty account,3,satisfaction,neutral
sudah dari awal suka main magic chest sampai sekarang suka main,5,satisfaction,positive
game gaadil matcmaking gakmasuk akal masak baru honor ketemu glory mulu rol bawah juga,1,effectiveness,negative
game yang tidak bagus sistem koneksinya jelek signal bagus tapi lag tidak jelas,1,satisfaction,negative
game aneh gold kalah sama gold,1,effectiveness,negative
matchmaking nya lama bang tolong di benerin lah moonton kalau bisa untuk posisi nya bintangnya di tambahkan bisa atau biar lebih kompetitif,3,satisfaction,negative
tiap main gold rushrank dikasih musuh tidak seimbang masa rank epic lawan mitik comander baru bintang musuhnya comander bintang sama ya jelas kalah nge roll tidak dapet² penjelasan skill comander juga susah dimengerti tolong sekali diperbaiki membuat orang tidak enjoy saat bermain yang awalnya excited main jadi frustasi malas soalnya begini terus terus kalau update akunnya malah enggak ada terus buat hubungin ulang akun malah ribet sekali sampai harus download ulang tapi akunku malah hilang anjing sekali,1,satisfaction,negative
lumayan sih tapi apa dia nya hanmpir siring iklan jadi nya tidak masalah kalian download ini soal nya seru sudah nya cuma itu yang ku tahu,4,satisfaction,negative
kurang asyik yang sekarang mah,1,satisfaction,negative
file korup tidak sesuai,1,effectiveness,negative
tidak seru kalau tidak satu app sama moba,5,satisfaction,negative
kenapa bug lagi deh lagi asik main tiba eror hero yang di pilih ke ubah semua,4,effectiveness,negative
game nya seru apalagi banyak event gratis,5,satisfaction,positive
setelah update sih menjadi tidak bisa ganti akun tolong di perbaiki,2,effectiveness,negative
aduh yang jelas dong role role an nya sudah enggak ada yang nabrak masa tidak pernah muncul heronya di shop sudah slot tinggi jugab,1,effectiveness,negative
terkadang ada pemain yang sangat hoky gampang dapat padahal hero mahal tidak pernah dapat full hero,1,satisfaction,negative
bagus sekali game yang rugi kalau tidak main,5,satisfaction,positive
sama seperti ml semua nya di atur sistem dikasih dua tiga kali empat besar lose streak nya bisa sampai lima kali lebih wajar sih satu perusahaan presentase kemunculan hero yang sesuai equipment sangat rendah walaupun enggak ada yang nabrak sinergi kalau ada bintang saya kasih bintang auto uninstall,1,satisfaction,negative
server nya benerin masa iya conecting mulu di dalam game buat buka yutub lancar saja perasaan aneh server,2,effectiveness,negative
