content,score
"woi hapus commander jongson dari game ini, perusak meta",1
"Sama spt ML ,sama2 game anjeng game baby",1
makin kesini makin ga jelas naek legen aja susah ada aja halangan hero sering gadikasih lah aitem jelek semua lah kaga jelas skip,1
"suaranya.. kadang2"" hilang, jaringan GK stabil",2
kasih bintang 2aja gaem nya jelek lag trus setiap main,2
kocak update terbaru,1
"game sampah, roll tidak dapat-dapat yang dicari. Aneh. Sinergi tidak seimbang. Sunggu mengecewakan!",1
"game sempak habis update pembagian Hero, item kaga jelas, moskov jadi tier Hero ter-OP, yuzhong jadi Hero 5star gak guna, apalagi pas last game jelas-jelas Hero masih banyak di shop tapi sampe coin habis tetep gak dikasih tu hero 😀",1
"habis update kemarin kok jd gk jelas, kalo hoki hero bintang 5 di slot 8 udh pada muncul, klo apes di slot 9 ae susah bet dapat hero bintang 5,gw main sisen kemarin sampek mitic 22 sekarang boro"" ke mitic naik ke legend ae susah bet , jaringan ya kayak j*mb*ttt kusut bet , wifi oke jaringan data Telkomsel gk ngaruh tetep lag, entah lag atau bag ganggu bet apa lagi pas milih kartu atau pas ambil box , lag dah kelar dapat yg ampas""",3
kemampuan commandernya ga adil seperti wanwan lebih di untungkan,1
gangguan terus ngga beres.. tiap kali gameplay gangguan,2
maen enak dulu skrng di persulit enak kembali ML lagi,1
knpa sering ngleg. tolong perbaiki,1
"sinyal gk jelas selalu muter2 gk jelas, padahal sinyal lancar, gw pancing yutuban GK ada kendala, balik lagi ke mcgg malah GK waras, gimana mau menang klo mcgg sinyal burik",1
nice bang monton,5
"game bikin emosi, game nya enak yg dulu, ini main padahal pake wifi dan Wifi-nya lancar tapi gamenya ngelaq menghubungkan mulu, game rusak kalo update itu harusnya menuju yg lebih bagus ini malah bikin emosi tambah jelek",1
"sekarang kalau hp tinggal sedikit pasti kalah meskipun kalau di lihat gero sama damage lebih gede tetep aja kalah, ga bisa comeback sama sekali",1
parah setiap abis updet eror gabisa gerakin hero.. sama skali... klo memang HP ny knapa yang lain lancar cuma pas match mulai hero gabisa di gerakin payah payah gua hapus juga nih mc gog gog,1
"gk paham ama ini game. dr epic naik ke legend. pas di legend posisi di ranked legend XI terus kita menang sampai di legend V. gw bingung kok menang bukan naik malah turun gt. eh yg kocak ud legend V kirain menang langsung k mhytic ini malah balik k legend IV lg. apaan coba,,, asli gk ngerti gw. emang legend skrg ampe 10 gt? auto delete game. buang2 waktu",1
"rusak nih game, kesalahan jaringan Mulu padahal jaringan bagus, lumayan banyak juga yg rating b1",1
nerf moskov blog atau ga hpus aja,1
pls dong update biar gak susah heronya sering stuck dan kalau pengen menang tu hoki hokian pls sistemnya diperbaiki biar sportif semua dibagi sama ratakan susah setelah update cari heronya,1
sistem gacha Hero nya goblok.,1
"game sudah sangat bagus,tapi yang buat kesal selalu lag dan tiba-tiba ketika di dalam permainan langsung restart,lagi nyaman pilih hero tiba-tiba keluar,padahal jaringan saya 4G bagus,tapi kenapa selalu lag,, ayo dong perbaiki,masalah jaringannya",1
"Tolong devoloper di kurangin dikit data data nya kasihan buat yang hp ram kecil nya seperti saya ini dan ada masalah lagi tentang SINYAL/SERVER padahal sinyal nya bagus pake wifi tapi tetep aja gabisa main,setiap PERTANDINGAN DI TEMUKAN tiba-tiba ngestak jadi gabisa di mainkan terima kasih",3
kurang in dark sistem nya bos,5
ngelag ngebug !!!,2
"game nya bagus, tapi Tolong kedepannya untuk mode custom tidak perlu pakai data lagi, terus tolong tambahin mode offline dong",5
oke sudah keren maksimal,5
"megic cheas go go sekarang makin parah ngebuk Mulu kalo main, padahal pertandingan nya sudah selesai malah kembali bertanding lagi",1
"tolong solusinya buat player yang ngechet,tadi pas main padahal juara satu tau tau close game sendiri dan jadi peringkat 3 player yang main cuma 7 padahal d awal 8 dan ga ada histori pertandingan,ini kalo bisa kirim file sudah ku kirim screenshotnya tadi",5
"perbaiki bug nya, saya harus nya juara 1 malah jadi juara 6",1
"udah oke, tinggal slot nya aja tambahin jangan empat, ya minimal lima lah",5
"saat bermain rank dan menang peringkat pertama, ketika pertandingan selesai ada note eror lalu keluar aplikasi sendiri, setelah masuk kembali seharusnya naik bintang ini malah turun bintang nya nohon penjelasan nya🙏",2
tolong dong magic chess menjadi game offline plis jadi biar rame yang dowload,1
game gaje ngelag sendiri woi perbaiki napa,1
b aja gak ada bagusnya,1
seru banget game iniapalagi main bersama teman,5
pliss lah waktunya diperlama udah dpt 10 eruditio lgsg kalah,3
gua menang bntang ga nambah gimana ini montoonnnnn,5
"moonton kalo dikit lagi bintak tiga tolong jagn di persulit ,..",5
"game eror mulu, harusnya peringkat 1 malah jadi ke 7, malah turun bintang. tolong perbaiki bug eror ini, game gak jelas",1
bagus sih game nya tapi sering ngeleg terus muncul error padahal mau menang bintang segini dulu kalo udah diperbaiki baru bintang 5,2
"di bawah tier mytic saya sering banget kena bug ini, misal saya pake comander bintang 3, otomatis musuh juga pasti comander bintang 3, disini masalahnya tiba tiba ada 1 musuh yang comander nya ga bintang 3, 1 orang ini pakai comander bintang 2/1 , di awal game nya masi lancar kaya main biasa, tapi tiba tiba pas mau menang game nya keluar sendiri ke loby, dan disitu pas saya cek di history, history nya tidak sama seperti game tadi, tapi nickname dari semua musuh sama",1
"game GJ,,udh menang juara satu mlh ngurang 4 bintang,,ini awalnya aku Mabar Sama temen terus jaringan w sama jaringan temen w error,,tapi malah berbeda server,,awalnya mah biasa,,gamnya udah bagus tapi tolong di perbaiki game nya🙂🙂🙂",3
"dawnbringer udh sangat op, eh malah di buff gg moontonn",1
ngebug moonton apalah cokk,1
"game rusak,match udah selesai malah masuk loading lagi,gitu terus sampe 2 hari",1
Bintang gua kagak nambah jmembik,1
"masih ada bug nya mohon di perbaiki , gak tahu harus gimana stack di loading game nya",2
gem keren🗿🗿,5
"Masa saya main udh menang ga dpt bintang itu gmn sih, di history tmn saya yg mabar sm saya msih ada gameplaynya tapi nama saya keapus, histori saya jg ke riset, yg awalnya juara 1 di history tmn saya malah juara 5 dan juara 5nya ada 2, jadi total yg main cma 6 orang, niat ngelepasin stres mlh tambah stress hadehh gmn sih MUNTUN,",4
"Game tolol, bug ga jelas. keluar sendiri",1
"game sering error, masuk keluar masuk keluar. walau gonta-ganti jaringan",1
aku menang tapi gak naik hapus ni game nya gak jelas,1
"monton, MCGG Lo ada bug. gua tadi maen awal GK ada masalah Sampek terakhir pas udah 1 vs 1 hampir menang tiba tiba aja gua DC (disconet). pas gua reload lagi malah masuk ke pertandingan sebelumnya (match lain). Sampek 2 terakhir gua tunggu Sampek selesai. eh pas selesai langsung masuk lagi dong ke yang terakhir. tapi nih ya nunggu Sampek 100% GK mau masuk Sampek 2× . beri tahu saya ini bug atau hp saya yang rusak atau chit...? udah pernah kejadian sebelumnya juga udah ke 3 kali nya hal ini",3
parah padahal menang no 1 tapi bintang turun gimana si monton,1
game nge bug gameplay nya ada yang ngak kehitung di tambah ada masalah pada jaringan koneksi,1
setiap main sekarang tiba² eror tidak diketahui dan berubah gogo card sama heronya saya kecewa sekali,1
game ga jelas login malah stuck di loading in game udah relog tetep stuck terpaksa hapus penyimpanan gemenya sampe pengen hapus nih aplikasi juga nya juga,1
"sering banget lag sama sinyal tiba2 ngilang, tolong di perbaiki.",1
"Gak jelas, udah win posisi #1 tiba tiba ada notif error tidak diketahui, pas dicek riwayat ga ada riwayat match sebelumnya, aneh wkwk",1
gem rusak sering lag eror pula,1
GAME RUSAKKK,1
"tolong perbaiki sistemnya, saya sudah memenangkan pertandingan nomer 1 tapi bintang tidak ber tambah sama sekali, tolong di tinjau🙏",2
"aneh hari ini, eror terus sampe capek relog. gajelas",3
"ini kenapa si ko jadi error gini mcgg lagi enak enak Main tiba tiba ada bacaan ""error tidak diketahui,silahkan coba lagi nanti"" udh relog berapakali tetep aja muncul kek gtu trus",2
"Game broken, tiba2 terputus pas balik lineup udah berubah 😒",1
"terjadi eror di sistem,, pas saya main tiba tiba keluar,, pas masuk lagi stak di masuk in game",3
2x barusan pakai nana ngebug ta**,1
GAME NGEBUG NGERANK GAK NAMBAH GAJ ADA HISTORY NYA,1
game banyak bag,1
"lu lagi ngapa MCGG ada citer, masa gua di suruh relog terus, terus pas udah relog masuk ke pertandingan itu itu terus",1
game gak jelas tau tau afk udah afk sekarang stak gak bisa masuk,1
"Banyak bug. masih maen tiba2 system error, Kalah sendiri. Masih tetap gk diperbaiki bug ini. Sudah mau menang mlah force close. Masuk lagi tiba2 kalah sendiri",1
"balikin mc kaya dulu moonton yg terhormat, udah sistemnya suka down server belum lagi suka bug machmaking",1
game nya mulai sering error setelah pembaruan.. gak bisa di buka. makin ke sini makin gak jelas..,1
Ngebug balik lagi balik lagi,1
"ada cheat ah males masa harus keluar Mulu giliran musuh ws Mulu, udah k 2 jadi k 5 games apaan",1
"server eror, waktu masuk lagi hero di jual semua sama BOT gimana ini bikin ga mood, game selesai masih ada bug servernya rilog tetap masuk dalam pertandingan dan stack di loading",1
apk ngak jelas,1
kok gini gamenya error eror Mulu keluar terus padahal jaringan lancar .ayolah kasihan ni pada mau menang malah error mulu,2
game nya error saya sudah menang peringkat 1 tapi saat menang malah error dan bintang saya tidak di hitung,1
"game kau kenapa moonton, udah ada cit aja, room yang tiba2 down",1
gw main tadi udah menang tapi kok ada tulisan error pas relog gw cek history kok malah juara 5? ini musuh yang cheat atau nge bug. tolong lah fix bug atau kalau cheat lu ban aja,1
gamenya error,5
menang tapi di hitung kalah wkwkwk,1
"Terdapat bug, dimana ketika bermain tag team dan berada di sekitar pertengahan game mengalami eror, kami 1 match terkena bug yaitu dengan tertukarnya Gogo card, dan mendapat Hero random bahkan saya tidak bisa masuk ke match-nya lagi, tolong diperbaiki lagi agar ekosistem game ini terjaga terimakasih!",1
"udah menang ke 1 malah ngurangin bintang 4 lagi seharus nambah malah ngurang,dan saudaraku yang kalah duluan malah naik bintang nya gimana ini",1
barusan saya pushrank dan diditu notif eror terus taunya update dan saya berusaha untuk login terus biar bintang gx turun dan bisa main sampe juara 1 walaupun eror realog terus tapi kenapa malah bintang saya berkurang padahal ssya juara 1 bisa di jelaskan?,1
"why ngecrash why? aneh go go card bisa berubah dengan sendirinya ketika ngecrash, merusak line up aja. entah kenapa apa ada yg nge cheat nggak tau juga lawak kali",1
ini gimana konsep nya saya main renk di epik 3 bintang 9 malah turun ke bintang 6 padahal saya jadi yang pertama/S1 loh harusnya naik ke epic 2 bintang 2 kalok gak bimtang 3 loh,4
gam3 bosokkkk,1
udah main 2 permainan menang tpi tidak ada historinya,2
"main rank nomor 1, bukan naik bintang malah turun,mau laporin bug di customeer service unggah ftonya lama, tolong diperbaiki",1
"saat main Masih stage awal tiba tiba koneksi error, reload dari awal begitu seterusnya sampai 9x game asw akhirnya gw uninstall",3
"apaan game rusak ,masa udah main dan mau menang tiba tiba ke relog padahal udah masuk posisi 4 besar tiba tiba ke 7 dan yg kalah tiba tiba main lagi , DAN SAYA ADA BUKTINYA SUDAH SCREENSHOT",1
"eroorrrrr skarang,tiba tiba login ulang trus posisi 4 dan sinergi ga sama",4
"udah mau menang tiba tiba ada eror dan hasil pertandingan tidak di masukan ke riwayat, bug ga jelas banget, musuh di untung kan banget kayak gitu😡🤬",1
gamenya ngebug trs udah mau menang malah keluar sendiri,1
"2 game tiba tiba keluar, login selesai gamenya cek history sama peringkat 7 buang waktu 20menit 19menit cuman peringkat ke 7",3
udah hastag 1 harusnya bintang +4 malah bintanya -2 eror apa gimana ini?,1
"anehhh, pas sementara main dapet notif eror katanya ada pembaharuan sistem truss game jdi ke restart abisss itu, star g nambah padahal udah dibabak² akhir:( mohon diperhatikan:) kasihhh 3 bintang duluuu yaa",3
game pekok,1
kebanyakan eror sistem gw main bentar ngulangin dari awal,1
magic chess Gogo ngbug ni gimana,3
sistem eror,1
"masi banyak error , barusan main guinevere , tiba"" error, balik masuk game, malah sudah di permainan lain. Kliatan maksain bikin MCGG",1
game ngk jelas lagi menang malah error lawak,5
kenapa eror malah login ulang trus,1
"woii developer knp ni game,gue main tadi udah mental 5x bhkan mau 6x dan gak bisa main lagi setiap login mental trus, benerinlah mau ngepuss malah kek gini capek dah,cukupdah,semoga cepat berkembang ni game&gak ada bug bug lagi ceh.",3
kembalikan magic chess yang lama,1
kok bisa biasanya cheater ga ke ban woi gua stuck ke match itu trs pdhl main sinergi yg bener malah keganti semua,1
"Min ini setelah buff/nerf comander dll kok sistem ny error pas main kadang TB TB ada tulisan ""error tidak diketahui"" langsung di suruh relog mulu",3
udah pasti win malah mental update kocak tiba2 keluar dari game kocak2,1
"Apa apaan dah game ini, kena notif masalah sistem tapi tau tau relog game malah HP commander dah sekarat line up sama sinergi berantakan kecewa gua main game ini",1
"bisa""nya kena error langsung Force close, pas login lagi udah lose, padahal di view yg lain masih main",3
"tiba tiba sistem eror tidak diketahu didalam macth bikin gk nyaman,dan relog kayak gitu terus",4
"game rusak pertandingan eror masalah yang tidak diketahui, malah pringkat 8 player cuman 1 kenpa gak di pertahankan bintang salah server yang rugi pemain, udah beberapa kali begini",1
"game buruk, sering eror banyak bug",1
Sangat sering terjadi error waktu sedang dimainkan.,5
"kenapa bug lagi dah lagi asik main tiba"" eror hero yg di pilih ke ubah semua",4
game yang tidak bagus. sistem koneksinya jelek. signal bagus tapi ngelag gk jelas,1
"why magic chess update is not notified, or I meet cheater, I am playing in the game repeating continuously until I can't enter",3
"tiba"" keluar aplikasi sendiri lalu pertandingan di buat kalah dan #8 pdahal tadinya darah masih 80 an",1
"anehh banget, pas main hero keresett tolong di perbaiki. Terima kasih",3
"kacaw ni game udah mulai eror ,suka keluar sendiri terus menerus.",1
Eror tidak diketahui penyebab apa. Tiap main eror.. 👎👎👎,1
game pauk game eror,1
game udah bagus cuman sayang sekarang sering error sistem tidak di ketahui,1
TOLONG DI PERBAIKI SAYA TERELOQ 4 KALI + SINERGI SAYA TEUBAH SEMUAA,2
game rusak gak jelas bisa main langsung eror emang game jelek ini,1
"banyak terjadi bug ketika bermain, mending MC yg dulu drpd yg skrng",1
"game kadang bug,pas main dpt go card bagus tiba tiba keluar, pas masuk berubah lagi card nya trs Hero nya jd kurus lagi,optimalin lagi lah bikin males aja",1
kasih bintang 1 dulu karna masih banyak yg harus di tingkatkan terutama koneksi,1
"biji lembu eror, apasi gw lagi asik main mana kartu dia acak, keulang lagi Hero gw kalo eror tutup sistem monton bukannya kacaukan",5
kenapa error mulu,5
"minimal kalo update alias maintenance itu mbok ya kasi peringatan dahulu, lagi serius maen, di error in mulu. game monton gak ada yg bener,koneksi burik, pembagian hero+equipment gak adil. satu lagi, hero yu zhong hapus saja, hero 5 gold kok ampas.",1
saya mau kirim screnshot ini bug cheater atau apa kok error terus keluar masuk sampai 7x,1
"makin gajelas algoritma game ini, natan bintang 2 kalah sama lolita bintang 3, atlas bintang 3, badang bintang 3, sampah kali la pokoknya, masak hero 5 gold kalah sama hero 1 gold? mending hapus aja sistem gold kalo gitu biar rata semua. pokoknya kalau kalian dapat hero 1 gold bintang 3, udah gendong gendong itu. aneh, sampah",1
sering keluar sendiri,1
sering eror ganggu banget,1
"eror kenapa mc buat rank relog sendiri, merugikan",1
lagi dalam permainan tiba-tiba logout,1
kenapa ini monton eror lagi maen,3
eror terus ada masalah apa coba,1
eror terus saat main,1
seru sinerginya banyak komander nya juga tapi atasi lag padahal sinyalnya bagus,5
game rusak gw menang juara satu eh malah eror rilog ulang di liat hasil pertandingan malah ke 7 kocak bener,1
"tolong ini game nya di awasin mas montoon, barusan saya ketemu hacker, saya bermain hayabusa assasin astro 6 6 tiba² dc dan game nya ke ganti dan akun saya stuck, di ingame gabisa keluar, sudah berkali² relogin masih sama",1
"game apa ini. tiba2 ada tulisan ""maaf server tidak diketahui"" pada hal gk pake vpn terus keluar sendiri. pas masuk lagi gk bisa di sentuh sma sekali",3
"Mohon teruntuk developer tercinta (Moonton anzenk) kalau ngasih lawan yang setara lah, sama itemnya itu lho yang susah buat di dapetin apalagi hero hero yang OP contoh : Natan, Aurora dll. Mohon lahh masa aku main dapat nya hero hero yang jelek terus?!",1
"pantaw min ,bnyak cheat .tolong kondisikan",5
seru tapi...,4
"game nya sih udah bagus, tapi ada saran dari saya tolong banget itu buat yang download data dalem nya itu bisa di pause dong biar kalo pas paket sekarat ga tiba tiba nyedot data banyak, ini ganggu kenyamanan juga lo kalo pas baru download terus bukak game otonatis download dan pas main jugak masi lanjut. Jadi tolong ya di kasi pause nya🙏",3
tolong tambahkan pitur keluarkan semua perangkat di akun,1
Game masih banyak bug!!!,1
bagusssd,5
seru game nya strategis banget,5
ampas banget ngelag nya suka delay padahal sinyal Oke,1
agak lag,5
"kalau main kayak harus pakai paketan dan kalau menggunakan wifi jaringannya bisa terputus terus.Padahal dulu saat awal awal bermain,menggunakan wifi dan paketan bisa saja lalu kenapa sekarang tidak bisa? dan harus menggunakan paketan agar jaringan menjadi stabil",1
"game dah bagus tapi Hero pasukan tolong banyakin dikit soalnya mau menang tapi Hero tinggal dikit jadinya kalah,sinergi gak jelas banget Hero sangat mahal bintang Hero jadiin sampai 10 bintang sama Hero damagenya dikit banget kurang besar map kurang luas tolong update lebih bagus lagi",3
terasa kental pay to win,1
KEMBALIKAN MC YANG DULU,1
"please erase bot player, so hard.",3
"ok2 aja. fitur2 juga yg sekarang lebih bagus ketimbang yg dulu, overall sudah bagus",5
gimana si kok setiap update harus download data mulu (download data ulang) keseluruhan . ga ramah banget any** . perbaiki lah sistem butut. download data ulang terus .,5
jaringan mu perbaiki game setan,1
mantap seru mainya menarik skin nya bagus bagus,5
"sinyal nya kenapa sih , padahal jaringan ku baik² aja",1
"gimana ini game nya kok lag lag terus, banyak patah2 nya gitu, tolong diperbaiki, tadinya seru gitu udah di pisah sama Mobile legend yang biasanya ada lagnya nya juga, eh tau nya lebih parah",1
boros paket,1
𝒌𝒆𝒃𝒂𝒏𝒚𝒂𝒌𝒂𝒏 𝒅𝒊 𝒕𝒓𝒐𝒍𝒍 𝒅𝒓𝒂𝒌 𝒔𝒊𝒔𝒕𝒆𝒎 𝒑𝒆𝒓𝒃𝒂𝒊𝒌𝒊 𝒅𝒖𝒍𝒖 𝒋𝒏𝒈𝒂𝒏 𝒌𝒆𝒃𝒂𝒏𝒚𝒂𝒌𝒂𝒏 𝒕𝒓𝒐𝒍𝒍 𝒅𝒓𝒂𝒌 𝒔𝒊𝒔𝒕𝒆𝒎,1
"buat kalian yang mau main sinergi dulu sebelum ada mcgg,kalian bisa main di advance server,karena ada mode baru, yaitu magic crystal:rune yang dimana sistem nya kayak dulu,ambil rune mirip gogocard,dan sinergi lama seperti lancer,elementalist,s.t.u.n,prince,nothearn vale,wrestler dihadirkan kembali di mode baru",5
masa gua udh pencet rank trs gua pencet mulai gak mulai,1
tolong lah kalo ngasih lawan yang adil yang rank nyasetara saya rang legend ketemu lawan yang udah pernah ke rank mitic secara logika kemampuannya sudah jauh di atas saya,1
game ini sangat seru grafik nya bagus banget dan simpel seperti main pazel sangat gampang yakin kalian gak mau donlot,5
apalah sinyalnya kek taik...kalo mau update sinyal nya benerin dulu. ngga betah gw sama game nya karena sinyal nya ngga mendukung,1
mantap BG jadi lebih mudah untuk menyelesaikan misi skin gratis di ml nice moonton mohon di per baikin jaringan nya padahal udah mode speed segitu aja ya🙏,5
seru dan enak di mainkan,5
"game gk balance. udh sinergi kaga jelas, komander skill ga ngotak.. gak enjoyable sih, ga rekomen 👎",1
amazing full,5
"harga the observatory/gacha skin legend/colectornya di naikin 2x lipat tapi dapatnya di turunin jadi skin epic. gk ngotak emang. sebelumnya 120 gem dpt skin hero/chessboard colector, sekarang 200 dptnya skin chessboard epic. gwe auto pensi. MENDING NUNGGU CHESS RUSH HOK KALAU GINI.",1
data in game nya harus semuanya di download... ga boleh di pause gak recoment buat hp di bawah 2juta,1
"S1 dirusak sm vonetissea S2 dirusak sm Moskov, kapan bisa seimbang sinerginya klo ky gini, pliss montoon nerf moskov ato klo perlu dihilangkan dr mcgogo, sangat meresahkan, sinergi apapun akan kalah sm yg namanya moskov mm figter. 😡😡😡😡😡😡😡😡😡😡",2
Game ga guna,1
asik banget ya game nya,5
"saya main magic cess season sekarang sangat sulit utk push, sudah lebih dari 160 pertandingan tapi rank nya cuma muter2 di epic 1 dan legend 10 kalau menang naik legend 10 habis itu kalah terus sampai turun lagi ke epeic satu, terus yg mau naik lagi ke legend 10 harus suasah payah buat menang, sampai gak ngerti ma konsep game nya enakan main magic cess waktu belum di pisah lebih adil, beda ma yg sekarang setiap saya bikin sinergi sangat sulit dan hero yg di butuhkan sulit juga di dapatkannya",1
alasan saya kasih bintang 5 itu karena game nya bagus tapi kenapa harus di turunin sinergi kloh nya dulu sinergi nya di aktifkan cuman 1 saya tapi bingung banyak sinergi nya saya GK paham saya mohon montoon jgn di turunin lagi sinergi nya itu saja dari saya sekian terimakasih 🙏🙏🙏,5
bikin game yang bener,1
"IT'S TERRIBLE ERROR STRATEGY GAME EVER I FOUND. NOT FAIR FIGHT !. HOW TO WIN ON FIGHT BY 3 VS 4 TO 5, 4 VS 6-7, 5 VS 7-10 HEROES ???. IT'S REALLY RIDICULOUSLY !. I'M HERDY NOVA SIMANULLANG AND WON'T TO PLAY THIS GAME AGAIN EVEN BEING FIXED !. I'VE GOT YOUR INVITATION TO TEST THIS GAME FROM MY FRIENDS TO INVEST AND BUY THIS GAME BUT YOU SHOW ME UNEXPECTEDLY GAMEPLAY AND HORRIBLE STRATEGY GAMES. WHO WANTS TO INVEST AND PLAY THIS GAME IF NOT FOR STUPIDITY PERSON !!!.",1
Cepat main nin seru loh,5
"game t41k, pake sinergi apapun kalah terus. Gak jelas banget. Kalo kasih kalah, kalaah terus, kl menang, menaaang terus mau pake sinergi apapun.",1
"Tolong lah di nert moskov nya gak masuk akal damage nya ,ya kali ling b3 kalah ama moskov b1 ,udah capek2 jadiin combo kalah sama moskov b1 ,Tolong bacaaaa sarah saya inii",1
baru download kok langsung kena bug GK bisa login padahal sinyal bagus,1
"kenapa harus dipisah,untuk loginnya susah,udah gitu diverifikasi gagal terus,percuma kalo akun udh top up full skin jadinya dulu,masa harus maen akun yg tiba tiba ada new user lgi, bintang satu gaguna",1
komndr jonson mresahkan tolong di nerf trimakasih,5
game mobile legends bang bang,5
"patch terbaru buruk bintang minus jelek,masa Synergi udh 6, Hero 4gold B2 bnyk kalah SMA 1hero 4gold b1, Buruk",1
Good game🤙🏻,5
"gak bisa replay kalo pun bisa jadi orang lain yg main dari yg menang jadi kalah, apalah replay kek gitu aneh sistem nya gimana kalo gitu",1
moonton geme nya sudah Bagus tapi wanwan di geme ini sangat op,1
seru sh v syg ga ada Lancelot dan demage nya bikin membuingkan tolonglh Kya seperti dlu Kla di 2023,5
tolong nih ya buat developer gamenya tambahin fitur album biar bisa pamer hahaha. kalau lu ga bisa biar gw aja yg jadi programmer nya,5
game kikir sinyal padahal ijo masih menghubungkan jaringan mulu kadang juga sering ngebug pas mau roll di shop tolong lah devlover jangan kek game sebelah kebanyakan skin gratissan tapi bersyarat.,1
gem yang bagus,5
GG gimang,5
ini game apa sih gj bangettt,1
tolong Moonton mcgg gw tiap abis match selalu force close padahal ruang penyimpanan masih banyak tolong untuk segera di fix bug ini #tolonglahmoonton,1
game rusak . sudah dalam pertandingan signal tiba² jelek terus dirusuh relog tapi sudah relog tidak kembali ke pertandingan,1
"asu,sinyal gua 4 titik lag muluuu",1
"sedikit saran sih untuk skin hero bisa pilih sesuai yang kita punya di mlbb, jika ini di tanggapi kukasih ⭐5",1
bagus game bervariasi asi mohon mcgg kasih saya DM dong😅😅😫😭,5
"ps main ML lancar, giliran main ni game mlah nglag parah, pdhal paketan bnyak, 11 12 sm game sblah makin bnyak update makin ngelag wkwk.. tecno 6 aj bsa d buat nglag apalgi d bawah nya..ga rekomen banget",1
stuck loading screen,3
"sinergi gak jelas, time upnya itu bikin tolol. biarin aja waktu sampai hbis, tambah gak jelas. komander miya n wan wan tolol",1
"walau terlihat player lain melakukan kecurangan, tidak pernah ditindak oleh moonton. Lag dari server, bukan koneksi internet dan beneran tidak seimbang. Bayangkan, dari 7 babak tidak satupun hero dengan sinergi sama muncul, (semuanya beneran acak, setelah dihitung jlh permainan saya dan persentase mendapatkan hero dgn sinergi sama atau bahkan utk bintang 2 sekalipun, bahkan tidak menyentuh 5% dn ini terjadi selama memainkan 5 match, sistem macam apa ini?) Terlalu byk kejanggalan dalam game ini.",1
ini game bagus dan santai tapi mana fitur practice nya moonton aku mau fitur practice buat experiment sinergi dan comandder,5
"gw uninstall gamenya karna bosan download resource setiap kali ganti-ganti server, seharusnya data sdah tersimpan malah harus download kembali.",1
"Wouyyy ngelegnya tiba². developer keknya sengaja buat ngeleg. bintang 1 dulu. kalau selama 1 tahun gak ngelag baru kasih 2 bintang, dikira gak rugi apa nih gw effort pake kuota.",1
skrg malah sinergi gak pernah jadi terus herony,1
dapetin Freya malah susahnya minta ampun,1
overall saya lumayan suka dengan game ini keritikan saya tolong grafik nya di Bagusin lagi,5
"hoki parah,makasih",5
udah bagus game nya malah menghubung kan ulang terus jadi males main nya padah jaringan nya sudah bagus masih tetep menghubungkan ulang terus tolong untuk monton perbaiki lagi,2
lebih baik 2 synergi baru di hapus saja karena terlalu OP,1
nerf moskov,1
nge bug,1
kenapa dah pas lawan bot di costum bot nya seperti lebih di untungkan seperti hero dan kapasitas serta item nya ini tidak adil,3
gamenya udah oke dari comander Hero voice sinergi semua nya udah bagus 😤 tapi tolong perbaiki server nya gajelas bet tiba tiba pas mulai war sinyal ngelag parah sampe gua pukul nih hp😡😡 dan juga store nya yg bener kalo ngasih Hero masa nyari Hero yang sama susah amat dulu awal main gampang aja nyari Hero bintang 3 hadeh tolong Vizta game segera di update pembaruan nya😤,3
"kurang seru jdi w hpus aja , w uda nyoba blajar combo baru/sinergi baru tapi tetep lebih bagus yang dulu dan, saran klo update ga usa di hilngin sinergi dulu biar palyer yang uda enk makek kombo itu jdi ga pusing main nya, vonetis uda enk di hpus dan vonetis itu yang buat w glory tolong kemblikan vonetis, sya bkal bermain kembali",1
"tolong dong ini game nya di seimbangin lagi, ini game klo bikin comander sama hero bikin yg seimbang lah, jangan bikinnya ada yg kuat banget, comander wanwan yg dari dulu udh kuat bukannya di nerft, mlh di buft???, hero skrg lagi ada moskof yg bnr bnr op ga di nerft nerft hadeh, tolong lah seimbangin ini game, buat apa bikin sinergi banyak banyak klo yg dipake itu ituu mlu? knp? karena emng ga seimbang, sekalinya bagus bagus banget, jelek jelek banget...",1
"stuck logo doang, udah hapus trus download ulang tetep sama aja",1
ini game bagus dari Commander sama kayak hero nya,5
game ngebug,1
game seru dan bagus aku suka,5
saat aku masuk loading screen nya gak maju maju padahal baru beli kuota terus ada tulisan cek koneksi anda,1
Semoga makin bagus,5
sinyal bagus tapi ngeleg,2
game rusak jgn di download dari pda nyesal enakan yg dlu,1
tambahkan mode practice dong biar seru,3
this is very very very very very very very very very good,5
mantab👍👍,5
woy monton kasih gue purpy napa hyper gue di tarik prngko mulu bab!,1
GAME TAI.,1
"Game berakit-rakit ke hulu, berenang ketepian. bersakit dahulu, kombo pun tak datang, malah mati kemudian... sinergi baru datang menjelang ajal dan gold sudah habis buat refresh... dan selalu berulang walau sudah ganti lineup.",1
Macthmacking perbaiki sinyal ged tapi gakbisa mulai pertandigan,1
tidak seimbang dan full hoki aja,1
permainan ini sangat bagus sekali aku kasih bintang lima karna bagus bangeet,5
jaringan nya lemo bgt moonton tambahin server nya sumpah aja lag nya minta ampun pdhl buat main yg lain baik baik aja.......,1
login nya masa harus download ml dulu kan mbod,1
Bagusan yang dluu nyettt,1
TINGKATKAN CHANGE UNTUK ROLE MENDAPATKAN YANG KITA PILIH,1
