Ulasan,Rating,Aspek,Sentimen
game rusak saya menang juara satu eh malah eror rilog ulang di lihat hasil pertandingan malah ke kocak benar,1,satisfaction,negative
tolong ini game nya di awasin mas montoon barusan saya ketemu hacker saya bermain hayabusa assasin astro tiba² dc dan game nya ke ganti dan akun saya stuck di ingame enggak bisa keluar sudah berkali² relogin masih sama,1,effectiveness,negative
game apa ini tiba ada tulisan maaf server tidak diketahui pada hal tidak menggunakan vpn terus keluar sendiri saat masuk lagi tidak bisa di sentuh sama sekali,3,satisfaction,negative
mohon teruntuk developer tercinta moonton anzenk kalau mengasih lawan yang setara lah sama itemnya itu lho yang susah buat di mendapatkan apalagi hero hero yang op contoh natan aurora dll mohon lah masa saya main dapat nya hero hero yang jelek terus,1,satisfaction,negative
pantaw min banyak cheat tolong kondisikan,5,effectiveness,negative
seru tapi,4,satisfaction,positive
game nya sih sudah bagus tapi ada saran dari saya tolong sekali itu buat yang download data dalem nya itu bisa di pause dong biar kalau saat paket sekarat tidak tiba tiba nyedot data banyak ini ganggu kenyamanan juga lo kalau saat baru download terus buka game otonatis download dan saat main juga masih lanjut jadi tolong ya di kasih pause nya,3,satisfaction,negative
tolong tambahkan pitur keluarkan semua perangkat di akun,1,effectiveness,neutral
bagusssd,5,satisfaction,positive
seru game nya strategis sekali,5,satisfaction,positive
ampas sekali lag nya suka delay padahal sinyal ok,1,satisfaction,negative
kalau main seperti harus pakai paketan dan kalau menggunakan wifi jaringannya bisa terputus teruspadahal dulu saat awal awal bermainmenggunakan wifi dan paketan bisa saja lalu kenapa sekarang tidak bisa dan harus menggunakan paketan agar koneksi menjadi stabil,1,satisfaction,negative
game deh bagus tapi hero pasukan tolong membanyaki dikit soalnya mau menang tapi hero tinggal dikit jadinya kalahsinergi tidak jelas sekali hero sangat mahal bintang hero jadikan sampai bintang sama hero damagenya dikit sekali kurang besar map kurang luas tolong update lebih bagus lagi,3,satisfaction,negative
terasa kental pay tapi win,1,satisfaction,positive
please erase bot player so hard,3,satisfaction,negative
ok saja fitur juga yang sekarang lebih bagus ketimbang yang dulu overall sudah bagus,5,satisfaction,positive
bagaimana sih kok setiap update harus download data mulu download data ulang keseluruhan tidak ramah sekali any perbaiki lah sistem butut download data ulang terus,5,satisfaction,negative
koneksi mu perbaiki game setan,1,satisfaction,negative
mantap seru mainya menarik skin nya bagus bagus,5,satisfaction,positive
sinyal nya kenapa sih padahal koneksi ku baik² saja,1,satisfaction,negative
bagaimana ini game nya kok lag lag terus banyak patah nya begitu tolong diperbaiki tadinya seru begitu sudah di pisah sama mobile legend yang biasanya ada lagnya nya juga eh tahu nya lebih parah,1,effectiveness,negative
boros paket,1,satisfaction,negative
buat kalian yang mau main sinergi dulu sebelum ada mcggkalian bisa main di advance serverkarena ada mode baru yaitu magic crystalrune yang dimana sistem nya seperti duluambil rune mirip gogocarddan sinergi lama seperti lancerelementaliststunprincenothearn valewrestler dihadirkan kembali di mode baru,5,satisfaction,neutral
masa saya sudah pencet rank terus saya pencet mulai tidak mulai,1,satisfaction,negative
tolong lah kalau mengasih lawan yang adil yang rank nyasetara saya rang legend ketemu lawan yang sudah pernah ke rank mitic secara logika kemampuannya sudah jauh di atas saya,1,satisfaction,negative
game ini sangat seru grafik nya bagus sekali dan simpel seperti main pazel sangat gampang yakin kalian tidak mau donlot,5,satisfaction,positive
apalah sinyalnya seperti taikkalo mau update sinyal nya benerin dulu enggak betah saya sama game nya karena sinyal nya enggak mendukung,1,effectiveness,negative
mantap bang jadi lebih mudah untuk menyelesaikan misi skin gratis di ml nice moonton mohon di per baikin koneksi nya padahal sudah mode speed segitu saja ya,5,satisfaction,positive
seru dan enak di mainkan,5,satisfaction,positive
game tidak balance sudah sinergi kagak jelas komander skill tidak ngotak tidak enjoyable sih tidak rekomen,1,satisfaction,negative
amazing full,5,satisfaction,positive
harga the observatorygacha skin legendcolectornya di naikin kali lipat tapi dapatnya di turunin jadi skin epic tidak ngotak memang sebelumnya game dapat skin herochessboard colector sekarang dptnya skin chessboard epic gwe auto pensi mending nunggu chess rush hok kalau begini,1,satisfaction,negative
data ini game nya harus semuanya di download tidak boleh di pause tidak recoment buat ponsel di bawah juta,1,unknown,negative
sih dirusak sama vonetissea sih dirusak sama moskov kapan bisa seimbang sinerginya kalau seperti begini pliss montoon nerf moskov atau kalau perlu dihilangkan dari mcgogo sangat meresahkan sinergi apapun akan kalah sama yang namanya moskov mm figter,2,satisfaction,negative
saya main magic cess season sekarang sangat sulit untuk push sudah lebih dari pertandingan tapi rank nya cuma muter di epic dan legend kalau menang naik legend habis itu kalah terus sampai turun lagi ke epeic satu terus yang mau naik lagi ke legend harus suasah payah buat menang sampai tidak mengerti sama konsep game nya enakan main magic cess waktu belum di pisah lebih adil beda sama yang sekarang setiap saya membuat sinergi sangat sulit dan hero yang di butuhkan sulit juga di dapatkannya,1,satisfaction,negative
alasan saya kasih bintang itu karena game nya bagus tapi kenapa harus di turunin sinergi kloh nya dulu sinergi nya di aktifkan cuman saya tapi bingung banyak sinergi nya saya tidak paham saya mohon montoon jangan di turunin lagi sinergi nya itu saja dari saya sekian terimakasih,5,satisfaction,negative
its terrible error strategy game ever i found not fair fight how tapi win on fight by vs tapi vs vs heroes its really ridiculously im herdy nova simanullang and wont tapi play this game again even being fixed ive got your invitation tapi test this game from my friends tapi invest and buy this game but you show me unexpectedly gameplay and horrible strategy games who wants tapi invest and play this game if not for stupidity person,1,satisfaction,neutral
cepat main nin seru loh,5,satisfaction,positive
game tak menggunakan sinergi apapun kalah terus tidak jelas sekali kalau kasih kalah kalaah terus kalau menang menaaang terus mau menggunakan sinergi apapun,1,effectiveness,negative
tolong lah di nert moskov nya tidak masuk akal damage nya ya kali ling bintang kalah sama moskov bintang sudah capek jadikan combo kalah sama moskov bintang tolong baca sarah saya ini,1,satisfaction,negative
baru download kok langsung kena bug tidak bisa login padahal sinyal bagus,1,satisfaction,negative
kenapa harus dipisahuntuk loginnya susahudah begitu diverifikasi gagal teruspercuma kalau akun sudah top up full skin jadinya dulumasa harus main akun yang tiba tiba ada new user lagi bintang satu gaguna,1,satisfaction,negative
komndr jonson mresahkan tolong di nerf trimakasih,5,satisfaction,neutral
game mobile legends bang bang,5,satisfaction,neutral
patch terbaru buruk bintang minus jelekmasa synergi sudah hero gold bintang banyak kalah sama hero gold bintang buruk,1,satisfaction,negative
tidak bisa replay kalau pun bisa jadi orang lain yang main dari yang menang jadi kalah apalah replay seperti begitu aneh sistem nya bagaimana kalau begitu,1,satisfaction,negative
moonton game nya sudah bagus tapi wanwan di game ini sangat op,1,satisfaction,positive
seru sh v sayang tidak ada lancelot dan demage nya membuat membuingkan tolonglh seperti seperti dulu kla di,5,effectiveness,positive
tolong nih ya buat developer gamenya tambahkan fitur album biar bisa pamer hahaha kalau lu tidak bisa biar saya saja yang jadi programmer nya,5,effectiveness,negative
game kikir sinyal padahal ijo masih menghubungkan koneksi mulu kadang juga sering bug saat mau roll di shop tolong lah devlover jangan seperti game sebelah kebanyakan skin gratissan tapi bersyarat,1,effectiveness,negative
enggak gimang,5,satisfaction,positive
ini game apa sih gj sekali,1,unknown,neutral
tolong moonton mcgg saya tiap habis match selalu force close padahal ruang penyimpanan masih banyak tolong untuk segera di fix bug ini,1,satisfaction,negative
game rusak sudah dalam pertandingan signal tiba² jelek terus dirusuh relog tapi sudah relog tidak kembali ke pertandingan,1,satisfaction,negative
asusinyal saya titik lag melulu,1,effectiveness,negative
sedikit saran sih untuk skin hero bisa pilih sesuai yang kita punya di mlbb jika ini di tanggapi kukasih,1,effectiveness,neutral
bagus game bervariasi asi mohon mcgg kasih saya dm dong,5,satisfaction,neutral
saat main ml lancar giliran main nih game malah lag parah padahal paketan banyak sama game sebelah makin banyak update makin lag wkwk tecno saja bisa di buat lag apalagi di bawah nyaga rekomen sekali,1,satisfaction,negative
sinergi tidak jelas time upnya itu membuat tolol biarin saja waktu sampai habis tambah tidak jelas komander miya n wan wan tolol,1,satisfaction,negative
walau terlihat player lain melakukan kecurangan tidak pernah ditindak oleh moonton lag dari server bukan koneksi internet dan benaran tidak seimbang bayangkan dari babak tidak satupun hero dengan sinergi sama muncul semuanya benaran acak setelah dihitung jlh permainan saya dan persentase mendapatkan hero dengan sinergi sama atau bahkan untuk bintang sekalipun bahkan tidak menyentuh dan ini terjadi selama memainkan match sistem macam apa ini terlalu banyak kejanggalan dalam game ini,1,satisfaction,negative
ini game bagus dan santai tapi mana fitur practice nya moonton saya mau fitur practice buat experiment sinergi dan comandder,5,satisfaction,positive
saya uninstall gamenya karena bosan download resource setiap kali gantiganti server seharusnya data sdah tersimpan malah harus download kembali,1,satisfaction,negative
wouyyy ngelegnya tiba² developer kayaknya sengaja buat lag bintang dulu kalau selama tahun tidak lag baru kasih bintang dikira tidak rugi apa nih saya effort menggunakan kuota,1,satisfaction,negative
sekarang malah sinergi tidak pernah jadi terus herony,1,unknown,negative
mendapatkan freya malah susahnya meminta ampun,1,satisfaction,negative
overall saya lumayan suka dengan game ini keritikan saya tolong grafik nya di bagusin lagi,5,satisfaction,positive
beruntung parahmakasih,5,satisfaction,positive
sudah bagus game nya malah menghubung kan ulang terus jadi malas main nya padah koneksi nya sudah bagus masih tetap menghubungkan ulang terus tolong untuk monton perbaiki lagi,2,satisfaction,negative
lebih baik synergi baru di hapus saja karena terlalu op,1,effectiveness,negative
nerf moskov,1,unknown,neutral
nge bug,1,effectiveness,negative
kenapa deh saat lawan bot di costum bot nya seperti lebih di untungkan seperti hero dan kapasitas serta item nya ini tidak adil,3,effectiveness,negative
gamenya sudah ok dari comander hero voice sinergi semua nya sudah bagus tapi tolong perbaiki server nya enggak jelas sekali tiba tiba saat mulai war sinyal lag parah sampai saya pukul nih ponsel dan juga store nya yang benar kalau mengasih hero masa mencari hero yang sama susah amat dulu awal main gampang saja mencari hero bintang hadeh tolong vizta game segera di update pembaruan nya,3,effectiveness,negative
kurang seru jadi gue hapus saja gue sudah mencoba belajar combo barusinergi baru tapi tetap lebih bagus yang dulu dan saran kalau update tidak usah di hilngin sinergi dulu biar palyer yang sudah enak makek kombo itu jadi tidak pusing main nya vonetis sudah enak di hapus dan vonetis itu yang buat gue glory tolong kemblikan vonetis saya bakal bermain kembali,1,effectiveness,positive
tolong dong ini game nya di seimbangin lagi ini game kalau membuat comander sama hero membuat yang seimbang lah jangan bikinnya ada yang kuat sekali comander wanwan yang dari dulu sudah kuat bukannya di nerft malah di buft hero sekarang lagi ada moskof yang benar benar op tidak di nerft nerft hadeh tolong lah seimbangin ini game buat apa membuat sinergi banyak banyak kalau yang dipakai itu itu melulu kenapa karena memang tidak seimbang sekalinya bagus bagus sekali jelek jelek sekali,1,satisfaction,negative
stuck logo doang sudah hapus terus download ulang tetap sama saja,1,satisfaction,negative
ini game bagus dari commander sama seperti hero nya,5,satisfaction,positive
saat saya masuk loading screen nya tidak maju maju padahal baru beli kuota terus ada tulisan cek koneksi anda,1,satisfaction,negative
semoga makin bagus,5,satisfaction,positive
sinyal bagus tapi lag,2,satisfaction,negative
game rusak jangan di download dari pada nyesal enakan yang dulu,1,satisfaction,negative
tambahkan mode practice dong biar seru,3,satisfaction,positive
this is very very very very very very very very very good,5,unknown,neutral
woy monton kasih gue purpy kenapa hyper gue di tarik prngko mulu bab,1,satisfaction,negative
game berakitrakit ke hulu berenang ketepian bersakit dahulu kombo pun tak datang malah mati kemudian sinergi baru datang menjelang ajal dan gold sudah habis buat refresh dan selalu berulang walau sudah ganti lineup,1,satisfaction,positive
macthmacking perbaiki sinyal ged tapi gakbisa mulai pertandigan,1,satisfaction,negative
tidak seimbang dan full beruntung saja,1,satisfaction,negative
permainan ini sangat bagus sekali saya kasih bintang lima karena bagus sekali,5,satisfaction,positive
koneksi nya lemo sekali moonton tambahkan server nya sumpah saja lag nya meminta ampun padahal buat main yang lain baik baik saja,1,satisfaction,negative
login nya masa harus download ml dulu kan mbod,1,unknown,negative
bagusan yang dluu nyettt,1,satisfaction,positive
tingkatkan change untuk role mendapatkan yang kita pilih,1,effectiveness,neutral
laag bossss ganggu polll tolong di atasi masalah jaringannya overall sudah bagus tinggal masalah koneksi saja,1,satisfaction,negative
aplikasi jelek caba jangan banyak mengomong aplikasi orang sudah bisa malah disuruh,1,satisfaction,negative
server lag terus woy developer tolong perbaiki gj,1,effectiveness,negative
tolong perbaiki sistem relog karena beberapa kali gagal relog dan berujung pada kekalahan,3,effectiveness,negative
berikan lawan yang enggak hebat guwa akan yebarkan permainan ini kepada teman teman saya saraya berikan lawan yang enggak hebat permainan ini serusekali daripada game yang lain,5,satisfaction,positive
sekarang combonya tidak mutu aneh,1,effectiveness,negative
di magic cas paling jelek hiro jonson,2,satisfaction,negative
karena layar hitam,1,effectiveness,negative
game ini memang bagus untuk dimainkan tetapi kadang juga membuat kesal karena synergy yang diharapkan tidak didapatkan blessing melenceng semua,1,satisfaction,negative
bagus grafik ok,5,satisfaction,positive
di lv susah amat sih mencari hero harga gold satu pun tidak ada yang keluar padahal heronya masih developer sistem yang kau ciptakan busuk sekali sumpah tidak asik lama² saya hapus ini game,1,satisfaction,negative
saya main seperti di rumah,5,unknown,neutral
koneksi menghubungkan item tidak muncul,1,unknown,neutral
untuk game nya sendiri bagus dan gamplay lancar tiak ada masalah tapi yang saya permasalahin itu kena tidak ada mode practicedan kenapa hanya konten kreator doang yang dapat mengakses mode practicejadi mohon pihak moonton untuk mennambah kan mode practice tersebut karena kaki bisa mempelajari dan bereksperimen di mode tersebut jadi tolong sekali moonton di update selanjut nya tolong tambahkan mode practice,5,satisfaction,negative
karena yang buat monton saya kasih bintang,5,satisfaction,positive
min game nya bagus tapi kok ngestak min di giliran menambah ke balik lagi ke min,3,satisfaction,negative
sudah jalan beberapa bulan koneksi masih tidak stabil tolong ditingkatkan lagi jadi malas main kalau nge lag terus,3,effectiveness,negative
saya tidak bisa ganti akun yang terkait dalam game,2,effectiveness,neutral
tolong dong mengadakan fitur block emote sama chat eneg lihatnya setiap main selalu emote terus bosan tidak seseru dulu banyak toxic tidak bisa diblog,1,satisfaction,negative
skill lylia tidak berfungsi game rusak,1,satisfaction,negative
game kocak ponsel kena hit mati leg berat padahal koneksi bagus,1,satisfaction,negative
tolong membuat komander baru yang skill nya seperti abe dan membuat komander baru lagi helcrut skillnya setiap kali menang musuh tidak bisa melihat board kita pasif hc setelah menang babak kemenangan berikutnya menyebabkan damage,5,satisfaction,negative
semenjak di pisah dari ml game magic chess gogo malah tambah pelit mulai dari segi event token gratis conander gratis bahkan menurut saya gamplay nya yang tidak masuk akal tambah susah buat bintang ini hero yang di mau tambah membuat menyengsarakan pemain nya mungkin kali ini bisa bintang dulu kalau mau saya bintang harus seperti yang di ml dulu,1,satisfaction,negative
tidak seru kalah mulu tidak di kasih hero bagus moonton pilih kasih,1,effectiveness,negative
ada pemain menggunakan cheat,1,satisfaction,neutral
ban hero harus di adakan di semua rank sesuaikan saja terlalu banyak comander yang sama dalam match ranking terutama comander yang bisa membuat damage tambahan,1,satisfaction,negative
game serius iklan misterius,5,satisfaction,negative
seru minus henpon enggak mendukung,5,effectiveness,negative
mengasih biji eru tapi blessing mleset mulu bagaimana coba sampai dapat change blessing baru eru dongo,1,satisfaction,negative
game nya mantap dan enak,5,satisfaction,positive
hapus commender wanwan dan miya mc gogo jadi tidak menarik tidak ada seninnya,1,satisfaction,negative
maaf ya saya capek main game ini jadi saya uninstall,1,satisfaction,neutral
lebih baik saya main lol atau hok dari pada main game yang seperti ini sinergi dan hero seperti sudah di atur agat setiap saya main tidak di beri kemenangan,1,satisfaction,negative
sipppp,5,unknown,positive
sistem error,1,effectiveness,negative
server tidak jelas roll busuk,1,satisfaction,negative
game ya bagus grafik bagus,5,satisfaction,positive
definisi game beruntung wkwk tidak ada namanya strategi dll semua sudah diatur sama bandar yaitu montod sendiri,1,satisfaction,negative
keren sekali ada skin gratisefek gratis game nya menghiburbisa mabarsolo juga serudapat mengisi ke gabutandan misi misinya mudah ayo download mcgg sekarang,5,satisfaction,positive
tidak jelas harusnya vs eh ini malah vs tidak ngotak,1,satisfaction,negative
woii lah monton apa apaan enggak bisa login saya jangan lah pelit betol monton tukang tiruan,1,effectiveness,negative
kalau untuk penyesuaian menambah karakter masih dapat di terima semenjak banyak di ubah dan sebagian di hilangkan makin ribet membuat susah adaptasi lagi maaf untuk saya hapus saja,2,satisfaction,negative
game ini seru dan juga di main kan bang winda basudara saat saya main game ini seru sekali setartigi ya sulit tapi ku sudah belajar jadi santai main ini game bagus sekali,5,satisfaction,positive
enggak asik karena bukan kita yang main komputer yang mainin mengira tangan kita yang mainin ibaratnya kita menonton doang enggak main game,1,satisfaction,negative
sesudah update malah susah untuk mengbintang kan hero gold walaupun sudah mencapai level btw event nya tidak berubah sama sekali tetap jelek dan sampah seperti season sebelumnya,3,satisfaction,negative
game terus keluar sendiri padalah ponsel ku bagus dan mahal lalu bintang ku hilang semua awal nya legend bintang turun jadi epik,1,satisfaction,negative
hapuslah moonton comender wanwan seperti enggak adil kalau boleh hapus saja atau hapus skil seperti begitu masa ikut menyerang juga seperti enggak adil sekali siapa yang enggak kesal coba sudah mau menang comendernya malah ikut bantu kan enggak adil,2,satisfaction,negative
game bagus buat anak yang mekanik nya sudah enggak bisa bersaing dengan player lain good lock lah game ini,5,satisfaction,positive
gemenya bagus sekali kalau bisa bintang tapi mohon kembalikan fitur pilih sinergi dan kembalikan sinergi nature spirit dan aspirant biar seru,5,satisfaction,positive
bagus di hantam,5,satisfaction,positive
bintang dulu karena tidak bisa masuk ke game ke jebak di loading yang berulang,1,satisfaction,negative
kenapa kalau menggunakan liulia saat awalnya kenapa hanya satu yang keluar padahal dulu dua kenapa sekarang tinggal satu ya jadi mohon pulangkan liyliabseperti dulu,3,satisfaction,negative
nerf miya sat,1,satisfaction,neutral
miyaa nerfff hama sekali,1,effectiveness,negative
thanks saya suka ini game,5,satisfaction,positive
game mantap penghilang stres,5,satisfaction,positive
pusing memikirkan sinergi apa yang harus dipakai,3,satisfaction,negative
ini game tidak fairkemenangan ditentukan oleh sistemapa bagusnya game seperti inisebagus apapun hero dan sekuat apa juga damage kalau sistem memberikan kekalahan ya harus kalah tidak percaya silahkan dicobasaya uninstal game seperti inibuang kuotaikutin line bawaan hero atau kreasi lines useless,1,satisfaction,negative
kenapa game keluaran moonton makin lama kita online makin di kasih ls makin dibuat tidak betah l,1,effectiveness,negative
semakin kesini semakin kelihatan sekali reroll heronya di setting biar tidak capet jadi bintang matching nya juga kelihatan sekali settingan rank saya baru naik ke mythic honor main beberapa match di rank dikasih dikasih ls kalah di posisi ke terus karena susah sekali mau aktifin sinergi nya contoh nya waktu itu saya main sinergi astro space level komander sudah cukup untuk aktifin astro sama sword master namun heronya tidak dikasih terus malah stuck di astrountuk rerollnya harap perbaiki,2,satisfaction,negative
game jadi jelek dulu sudah bagus susah star ini hero gold susah cari crystal semua di persusah membuat kesel doang,1,satisfaction,negative
kalau kasih lawan yang seimbang lah kasih lawan tidak ngtak mulu deh capek guwa rang naik turun,5,satisfaction,negative
tolong di nerf hero moskov,2,effectiveness,neutral
kecewa dengan pembaruanya hero gold bintang full buil dan sinergi saja klah sama hero gold bintang sih erudutio lemah sekali natan berasa sangat lembek karakter lilya nerf terus berasa tidak guna,5,satisfaction,negative
koneksi koneksi nya di betulin padahal koneksi lancar jaya tapi tetap enggak bisa buat di mainkankalau masalah bug begini saja enggak bisa di betulin bagus hapus aplikasi ini saja sudah dari playstoree,1,satisfaction,negative
susah mendapatkan hero yang di inginkan hero sampah yang di rekomendasikan,1,satisfaction,negative
season rank mytic turun terlalu jauh ke epic season terlalu banyak sinergi dan sangat membosankan makin tidak jelas mcgg,1,satisfaction,negative
game tolol game tolol ngurus ml saja kga becus so soan dipisahin kacau moskov terlalu op komander wawan terlalu op tod,1,effectiveness,negative
tiba tiba sinyal jelek padahal bagus,2,satisfaction,negative
pertandingan tidak adil,1,satisfaction,negative
semua produk moonton masalahnya ada pada koneksi mlbb mcgg,1,unknown,neutral
tolong dioptimalkan lagi untuk pengunduhan resource pack nya malas kalau kuota tinggal sedikit mau main tapi pengunduhan tidak bisa di pause,1,satisfaction,negative
kacau masa hero golf full item kalah sama hero gold aneh,1,effectiveness,negative
game nya sudah bagus moonton cuman kembalikan venotis sea lah tidak enak main mulu,5,satisfaction,negative
game tolol tombol keluarnya di tengahin woi saya lagi nunggu teman main malah kepencet tombol keluar mulu game l,1,effectiveness,negative
tolong dong game ya di hapus saja tidak seimbang mau terhibur malah kena dark sistem satu kali juara berkali kali kalah saya sangat kecewa moga masih bisa bertahan perusahaan game ini di indonesia,1,satisfaction,negative
ah nice,5,effectiveness,positive
woy moonton ini game kenapa sering patah semenjak updet baru yang benar lah cok sudah enak main malah patah cok,5,effectiveness,negative
kurang mantap,3,satisfaction,negative
nerf commender wanwan,1,satisfaction,neutral
monton collab sama blue archive monton kalau tidak reting,5,satisfaction,neutral
muak lama main game ini sistel roll hero lu benerin dulu deh hero gold kan banyak ya tapi tiap roll yang keluar heronya itu doang bahkan misalkan kita berada di lv yang berarti presentase kita dapat hero harga itu paling besar presentasenya dari pada hero harga lain yang diatas atau dibawahnya tapi yang keluar paling sering keluar itu hero di atas atau di bawahnya sistem roll kalian itu tidak on point,1,satisfaction,negative
game ini bagus dan ramah bagi ponsel dan juga grafik nya juga hd dan juga selain itu memiliki fitur yang hampir sama dengan mlbb,5,satisfaction,positive
game scam ksabar,1,satisfaction,negative
game tidak jelasudah bgos mc mode yang dulu malah di ubah tak jelas kali,1,satisfaction,negative
please collab anime,5,unknown,neutral
hduhh bang season sekarang berat sekali enggak ada nature saya cuma bisa pakai nature spirit tlong kembali ini sedih saya bang kalah terus monton kembali ini nature spirit kuuuu,2,satisfaction,negative
upgrad season makin kacau jadi malas main lagi,1,satisfaction,negative
mending mcg season terlalu main sinergi jadi harus sinergi malas hero harga gold bintang kalah sama hero harga gold bintang garagara sinergi busuk,1,satisfaction,negative
jelek sekali lag mulu patahpatah koneksi seperti jelek padahal koneksi bagus berbeda dengan magic chess yang di mobile legend yang seru sekali kembalikan lagi magic chess yang dulu,1,effectiveness,negative
main magic chess go go cuma gara gara misi ml,5,satisfaction,neutral
akan ku kasih bintang kallo yang di moonton dulu ku kasih bintang lebih tidak jelas yang sekarang mah moonton,4,satisfaction,negative
setiap kali main seperti di setting padahal sudah up duluan slotnya cuman heronya enggak pernah gampang muncul ditambah ping koneksi bagus tiba lag waktu match aneh tambah tidak jelas,1,satisfaction,negative
seru game nya saya sangat puas dengan game ini game ini juga menyenangkan semangat ya developer untuk mengembangkan update dan eventnya,5,satisfaction,positive
sistem game jelek presentase sinergy jonshon seperti persen saat kita main sinergy nya game tidak bagus mending di hapus saja jika kalian masih main game ini segera hapus saja karena membuat anda stres ini game tidak wort itu untuk anak² ini game cocok nya untuk orang tua yang tidak gampang marahmarah dan juga sistem game ini tidak stabil terima kasih,1,satisfaction,negative
bo ep,5,satisfaction,negative
lihat komentar orang²,5,satisfaction,neutral
well played,5,unknown,negative
deh masuk he keluar lagi gmes tidak bebobot,1,satisfaction,negative
jelekk nih aplikasi,1,satisfaction,negative
tetap ada dark sistem nya dan main nya harus beruntung hokian,1,unknown,positive
maaf uninstal lagi paling malas sama tutorial yang tidak bisa di skip kelamaan,2,satisfaction,negative
yaahh lumayan lah gameplay nya,2,satisfaction,positive
saya suka gamenya tapi lag tolong diperbaiki,3,satisfaction,negative
sengaja mengasih bintang lima agar di baca tolong untuk developer supaya keamanan aplikasi mcgg di tingkatkan karena baru baru ini sudah ada yang menggunakan cheat dan itu sangat mengesalkan terima kasih,5,satisfaction,negative
ganti akunnya kok dibikin super ribet sih malesin,1,satisfaction,negative
sinergi nya membuat pusing sudah pensi,2,satisfaction,negative
sangat bagus sekali masukin hanabi mini pilisssssss papi moonton sama dyroth mini,5,effectiveness,positive
susah payah naikin bintang aktifin sinergi tetap kalah sama lylia tolong lah buang comender lylia ngrusak permainan,2,effectiveness,negative
game nya bagus dan seru tapi download data nya tolong bisa di jedapause biar yang ponsel nya kentang bisa main tanpa memenuhi ruang penyimpanan kalau bisa seperti data di mobil legend nya itu yang ada dasar lanjutan extreme,1,satisfaction,negative
saya ada keluhan terkait dengan mendapatkan hero yang sangatlah susah apalagi jika sudah mau mencapai sinergi maks saran saya kedepan untuk developer tolong untuk presentasi mendapatkan heronya untuk ditingkatkan lagi,1,effectiveness,negative
bisa enggak tutorialnya di skipp,1,unknown,neutral
gamenya sudah bagus min tapi keberatan min tolong kasih fitur ringan seperti di ml biar ponsel kentang bisa main,4,satisfaction,negative
makin aneh sekarang game play nya makin tidak jelas beda sama yang dulu mudah di pahami sekarang makin aneh tingkatan rank nya aneh bagaimana bisa naik ke miytic tikatan game nya susah mending stop game saja kalau rumit buat game,1,satisfaction,negative
game tidak adil poke,1,satisfaction,negative
banyak player dark sistem,2,unknown,neutral
benar ya rating rating dari orang orang untuk dari gambar nya ok bagus tapi kalau sudah sekian kalinya menang dikasi crstal nya tidak sama dan apalagi itu yang kartu emas dapat garpu somay biji saya mau makan apa bagaimana muntun orang seperti di yt begitu kenapa dapetnya bagus entah dapat exp atau apa yang bagus dan kadang saya beberapa hari ini ketemu cheater diadvance padahal darah saya masih banyak tiba mati enggak jelas ku kira bug tidak taunya ada yang sus deh itu saja,2,satisfaction,negative
saya mau main ini saja gegara tik tok karena ada suaran go go,4,satisfaction,negative
tolong di optimalkan mode nostalgia banyak bugtru tiba tiba suren coba tolong segera di fiks,3,effectiveness,negative
game kocak padahal cuma main custom eehh selesai main custom malah enggak bisa dimainkan lagi malah relogin giliran sudah login eeehhh malah balik lagi ke custom dicoba uninstall terus dimainin lagi eeehhh balik lagi ke custom perbaiki lah bugerror konyol ini,2,effectiveness,negative
membuat event konten di tolak terus padahal fyp mengajukan banding tapi tidak di respon,1,satisfaction,negative
game pemberi harapan palsu php,4,satisfaction,negative
game ini meniru mlbb,1,effectiveness,neutral
server seiring down merusak suasana dalam bermain perbaiki,1,satisfaction,negative
tidak jelas bisanya hero yang mau di menggunakan tidak muncul lebih enak mc yang dulu,1,satisfaction,negative
sering dapat hero kurang lagi sudah habisin gold banyak bahkan sampai ber ronde² padahal persenan nya sudah gede dan akhirnya kalah membuat kesel sumpah semenjak update combo²yg itu,1,satisfaction,negative
bug nya aduhhhh,3,effectiveness,negative
sangat menarik untuk di mainkan apa lagi yang mode costum nya,5,satisfaction,positive
bagusssss game nya,5,satisfaction,positive
dyroth kurang satu koin tidak dapat apa apa masuk logika,1,satisfaction,negative
plisss montoon saya anak orang bawahtapi maksa mau main mobile legendsapalagi mc gogo saya peminat berattapi dari segi device tidak mendukung dan gamenya terlalu berat sampai ponsel saya frame dan blank hingga saya afksaya harap kedepannya saya tidak mengeluh seperti inidengan segala hormat untuk admin terimakasih,3,satisfaction,negative
setelah up date malah jadi game tidak jelas sinergi dan iitem equipmend nya tidak seimbang dengan sinergi yang laintolong hilangkan item skywrath spearsangat mengganggu dan membuat pertandingan tidak kompetitipgame bukan lagi adu hero melainkan adu equipmend sinergi,2,satisfaction,negative
seru sekali tinggal tambahkan sinergi yang lama,5,satisfaction,positive
mcgg membuat saya kecanduan mainnya mcgg bagus,5,satisfaction,positive
lumayan tapii kurang di tambahkan hero baru,5,satisfaction,negative
okkkkkkkkk,5,unknown,positive
game tidak adil kalau mau kasih item kasih semua di player item yang sama kasih kartu yang sama biar player yang pilih,3,effectiveness,negative
woyy sudah benar miya di nerft oyy ngapa di up lagi enggak jelas benar damagenya kalau penyesuaian yang benar dikit lah,5,satisfaction,negative
tolong buat devolopernya bug matchmaking malah makin parah bah kan hari full saya tidak bisa main magic chess go go karena bug itu,1,effectiveness,negative
